2024-08-28 21:47:06.172276 UTC, 2024/08/28 18:47:06.201, 0, 0, 1075, 715, 36.08
2024/08/28 18:47:06.205, 0, 0, 405, 715, 32.03
2024/08/28 18:47:06.207, 0, 0, 405, 715, 33.05
2024/08/28 18:47:06.209, 0, 0, 405, 715, 31.50
2024-08-28 21:47:06.228178 UTC, 2024/08/28 18:47:06.254, 0, 0, 1075, 715, 36.08
2024/08/28 18:47:06.257, 0, 0, 405, 715, 32.03
2024/08/28 18:47:06.259, 0, 0, 405, 715, 33.05
2024/08/28 18:47:06.261, 0, 0, 405, 715, 31.50
2024-08-28 21:47:06.280054 UTC, 2024/08/28 18:47:06.306, 0, 0, 1075, 715, 36.08
2024/08/28 18:47:06.308, 0, 0, 405, 715, 32.03
2024/08/28 18:47:06.311, 0, 0, 405, 715, 33.05
2024/08/28 18:47:06.313, 0, 0, 405, 715, 31.50
2024-08-28 21:47:06.331099 UTC, 2024/08/28 18:47:06.357, 0, 0, 1075, 715, 36.08
2024/08/28 18:47:06.359, 0, 0, 405, 715, 32.03
2024/08/28 18:47:06.361, 0, 0, 405, 715, 33.05
2024/08/28 18:47:06.365, 0, 0, 405, 715, 31.50
2024-08-28 21:47:06.381529 UTC, 2024/08/28 18:47:06.407, 0, 0, 1075, 715, 36.08
2024/08/28 18:47:06.409, 0, 0, 405, 715, 32.03
2024/08/28 18:47:06.411, 0, 0, 405, 715, 33.05
2024/08/28 18:47:06.413, 0, 0, 405, 715, 31.50
2024-08-28 21:47:06.430672 UTC, 2024/08/28 18:47:06.456, 0, 0, 1075, 715, 36.08
2024/08/28 18:47:06.459, 0, 0, 405, 715, 32.03
2024/08/28 18:47:06.461, 0, 0, 405, 715, 33.05
2024/08/28 18:47:06.463, 0, 0, 405, 715, 31.50
2024-08-28 21:47:06.480113 UTC, 2024/08/28 18:47:06.505, 0, 0, 405, 715, 34.55
2024/08/28 18:47:06.507, 0, 0, 405, 715, 32.03
2024/08/28 18:47:06.510, 0, 0, 405, 715, 33.05
2024/08/28 18:47:06.512, 0, 0, 405, 715, 31.50
2024-08-28 21:47:06.530183 UTC, 2024/08/28 18:47:06.555, 0, 0, 405, 715, 34.04
2024/08/28 18:47:06.557, 0, 0, 405, 715, 32.03
2024/08/28 18:47:06.559, 0, 0, 405, 715, 33.05
2024/08/28 18:47:06.561, 0, 0, 405, 715, 31.50
2024-08-28 21:47:06.577367 UTC, 2024/08/28 18:47:06.602, 0, 0, 405, 715, 34.04
2024/08/28 18:47:06.605, 0, 0, 405, 715, 32.03
2024/08/28 18:47:06.607, 0, 0, 405, 715, 33.05
2024/08/28 18:47:06.609, 0, 0, 405, 715, 31.50
2024-08-28 21:47:06.625363 UTC, 2024/08/28 18:47:06.651, 0, 0, 405, 715, 34.04
2024/08/28 18:47:06.653, 0, 0, 405, 715, 32.01
2024/08/28 18:47:06.655, 0, 0, 405, 715, 33.05
2024/08/28 18:47:06.657, 0, 0, 405, 715, 31.50
2024-08-28 21:47:06.673725 UTC, 2024/08/28 18:47:06.699, 0, 0, 405, 715, 34.04
2024/08/28 18:47:06.701, 0, 0, 405, 715, 32.03
2024/08/28 18:47:06.703, 0, 0, 405, 715, 33.05
2024/08/28 18:47:06.705, 0, 0, 405, 715, 31.50
2024-08-28 21:47:06.721255 UTC, 2024/08/28 18:47:06.746, 0, 0, 405, 715, 34.04
2024/08/28 18:47:06.748, 0, 0, 405, 715, 32.03
2024/08/28 18:47:06.750, 0, 0, 405, 715, 33.05
2024/08/28 18:47:06.752, 0, 0, 405, 715, 31.50
2024-08-28 21:47:06.770090 UTC, 2024/08/28 18:47:06.795, 0, 0, 405, 715, 34.04
2024/08/28 18:47:06.797, 0, 0, 405, 715, 32.03
2024/08/28 18:47:06.799, 0, 0, 405, 715, 33.05
2024/08/28 18:47:06.802, 0, 0, 405, 715, 31.50
2024-08-28 21:47:06.817951 UTC, 2024/08/28 18:47:06.843, 0, 0, 405, 715, 34.04
2024/08/28 18:47:06.845, 0, 0, 405, 715, 32.03
2024/08/28 18:47:06.847, 0, 0, 405, 715, 33.05
2024/08/28 18:47:06.849, 0, 0, 405, 715, 31.50
2024-08-28 21:47:06.865576 UTC, 2024/08/28 18:47:06.890, 0, 0, 405, 715, 34.04
2024/08/28 18:47:06.892, 0, 0, 405, 715, 32.03
2024/08/28 18:47:06.894, 0, 0, 405, 715, 33.05
2024/08/28 18:47:06.896, 0, 0, 405, 715, 31.50
2024-08-28 21:47:06.912733 UTC, 2024/08/28 18:47:06.938, 0, 0, 405, 715, 34.55
2024/08/28 18:47:06.940, 0, 0, 405, 715, 32.03
2024/08/28 18:47:06.942, 0, 0, 405, 715, 33.05
2024/08/28 18:47:06.945, 0, 0, 405, 715, 31.50
2024-08-28 21:47:06.962123 UTC, 2024/08/28 18:47:06.987, 0, 0, 405, 715, 34.04
2024/08/28 18:47:06.989, 0, 0, 405, 715, 32.03
2024/08/28 18:47:06.993, 0, 0, 405, 715, 33.05
2024/08/28 18:47:06.995, 0, 0, 405, 715, 31.50
2024-08-28 21:47:07.011572 UTC, 2024/08/28 18:47:07.036, 0, 0, 405, 715, 34.04
2024/08/28 18:47:07.039, 0, 0, 405, 715, 32.01
2024/08/28 18:47:07.041, 0, 0, 405, 715, 33.05
2024/08/28 18:47:07.043, 0, 0, 405, 715, 31.50
